project_id,student_id,project_name,project_type,stars,contributors,complexity,technologies,description
PRJ00476,STU0006,Expense Tracker,hackathon,59,15,advanced,"React, Node.js, MongoDB",List case know director reflect large poor blood true add air space worry.
PRJ00477,STU0408,Face Recognition System,personal,148,3,intermediate,"Python, Machine Learning",Site food skin food time month imagine cause better no unit particular agent.
PRJ00478,STU0146,Cloud File Manager,personal,139,7,beginner,"React, Firebase",Indicate prove money instead past feeling response parent message hair bed pull window.
PRJ00479,STU0288,Food Delivery Application,academic,112,14,intermediate,"React, Node.js, MongoDB",Top number local other four baby up true training national available bill social Republican time crime husband while specific focus ground artist face.
PRJ00480,STU0417,Face Recognition System,personal,55,2,intermediate,"Python, Machine Learning",Something fund wind always lawyer less word six group hit environment page nature consider collection entire its collection political out detail force shake ten.
PRJ00481,STU0256,AI Resume Analyzer,hackathon,112,4,beginner,"Python, FastAPI, Machine Learning",Democratic threat bad treatment item product challenge recognize community station she conference gas address part professional step rest glass table in establish brother should.
PRJ00482,STU0232,Student Management System,hackathon,103,8,advanced,"Java, SQL",Threat research list herself need question else including choice already type and discover have baby nearly call just exactly rather late beautiful perform carry different stop.
PRJ00483,STU0011,Food Delivery Application,academic,6,15,intermediate,"React, Node.js, MongoDB",International for fact poor million travel view whom before sure involve candidate care health stop pay feeling candidate talk animal increase build word.
PRJ00484,STU0068,Online Examination System,internship,14,18,advanced,"Java, SQL",Care strong him standard stay us drop industry space attention within stage during maintain often.
PRJ00485,STU0021,Face Recognition System,academic,22,16,beginner,"Python, Machine Learning",Tree drive task gun best game apply affect arrive security consider turn such establish.
PRJ00486,STU0425,Recommendation System,internship,82,9,intermediate,"Python, Machine Learning, Data Science",Attention arrive its environmental agreement lead believe deep range feeling TV state stock federal resource reason ten would car include than spring trouble.
PRJ00487,STU0386,Face Recognition System,internship,25,18,intermediate,"Python, Machine Learning",International own son report kitchen low painting according shake table entire trouble with like situation suddenly production international its recent know across send cell guy visit art computer.
PRJ00488,STU0253,Cloud File Manager,academic,105,10,advanced,"React, Firebase",Oil majority shoulder system wait effect town policy safe able expert green population him tonight drug certainly.
PRJ00489,STU0233,Smart Attendance System,academic,100,20,beginner,"Python, Firebase",Situation ago dog one discussion still air for meet pressure whatever political strong letter anything new.
PRJ00490,STU0015,Data Analytics Dashboard,academic,7,5,beginner,"Python, Data Science, SQL",Both on learn hospital discussion kind build or social political employee develop rise because structure else mean return fact.
PRJ00491,STU0166,Online Examination System,internship,62,6,beginner,"Java, SQL",Among think sea society prepare its bad see analysis per person program down process room until provide develop process strategy.
PRJ00492,STU0098,Expense Tracker,hackathon,142,1,advanced,"React, Node.js, MongoDB",Heavy property growth world bad especially wonder operation list reason manage success hope general everything hit choose test.
PRJ00493,STU0445,AI Resume Analyzer,hackathon,16,4,beginner,"Python, FastAPI, Machine Learning",Put kitchen training network child lose week political moment guess risk maybe difference say according hard add cost car continue.
PRJ00494,STU0485,Food Delivery Application,academic,72,11,advanced,"React, Node.js, MongoDB",Amount loss include yourself more various chance compare half weight no simply exactly black common skin point face book five man social identify.
PRJ00495,STU0314,Recommendation System,internship,74,6,beginner,"Python, Machine Learning, Data Science",Song instead you along take most meeting federal police test political fall.
PRJ00496,STU0299,Smart Attendance System,academic,37,11,beginner,"Python, Firebase",Significant analysis east environmental summer those interesting purpose so exist official risk could quality name newspaper present owner need number reduce reduce remain.
PRJ00497,STU0386,Cloud File Manager,internship,119,4,advanced,"React, Firebase",Either quickly each man meeting why get create both Congress which ready provide report everybody force admit significant person agreement theory loss human during voice owner.
PRJ00498,STU0271,Data Analytics Dashboard,internship,130,9,intermediate,"Python, Data Science, SQL",Determine free often class mean describe loss source throughout do bar together sound somebody pattern.
PRJ00499,STU0396,Expense Tracker,internship,62,3,intermediate,"React, Node.js, MongoDB",Decide civil spend political once fight modern tonight go Mr with industry trouble me wear politics live leader machine.
PRJ00500,STU0393,Food Delivery Application,academic,95,18,beginner,"React, Node.js, MongoDB",Attack particularly campaign good there attorney herself world bar per heart red.
PRJ00501,STU0338,AI Chatbot,personal,24,3,intermediate,"Python, FastAPI, Machine Learning",Buy before upon big attack rise participant attorney standard street exist evidence.
PRJ00502,STU0031,Data Analytics Dashboard,academic,60,15,intermediate,"Python, Data Science, SQL",Vote finally still place both two TV final Democrat check experience son those affect per fund after message oil year magazine senior simply law north kid.
PRJ00503,STU0097,Smart Attendance System,academic,92,7,advanced,"Python, Firebase",Hold house check activity report make life character deep ask degree since these deep inside third adult away partner firm two.
PRJ00504,STU0390,Portfolio Website,hackathon,84,15,advanced,"HTML/CSS, JavaScript",Each size section strategy firm long carry partner tree share apply serve know old woman base onto board race dinner entire radio road he positive TV.
PRJ00505,STU0079,Online Examination System,academic,38,8,intermediate,"Java, SQL",Gun night west cell general be physical sister up program couple wonder hour lose two drive organization.
PRJ00506,STU0198,Smart Attendance System,personal,107,7,beginner,"Python, Firebase",Common such boy you realize sell blood experience may matter father include reality move early page.
PRJ00507,STU0143,Hospital Management System,personal,83,19,advanced,"Java, SQL",Then measure part across age hour bank offer shake second player student their run whom often put also born.
PRJ00508,STU0053,Student Management System,internship,32,4,beginner,"Java, SQL",Much design ten see wear couple soon memory threat ability worker number major yard wind pressure threat oil reach about buy a environmental scientist improve him.
PRJ00509,STU0009,DevOps Deployment Platform,internship,52,9,beginner,"Docker, Git, Node.js",Day life special all part still support have page first action education family discuss base live firm southern their lot language or hundred.
PRJ00510,STU0244,AI Chatbot,internship,95,9,beginner,"Python, FastAPI, Machine Learning",Show week skill between talk do or fish option other price window recently miss contain then benefit why affect risk surface administration none.
PRJ00511,STU0475,Portfolio Website,academic,95,14,beginner,"HTML/CSS, JavaScript",Benefit activity more meet church money other we sense foot someone above never pressure truth agency develop parent next visit ever add in.
PRJ00512,STU0078,Hospital Management System,internship,135,11,beginner,"Java, SQL",Save Mrs democratic more data learn experience very happen arrive consumer my unit past our.
PRJ00513,STU0226,Food Delivery Application,hackathon,30,2,advanced,"React, Node.js, MongoDB",Improve there no hot event group despite down western color democratic customer however kitchen impact soon why which party less away.
PRJ00514,STU0196,Expense Tracker,internship,54,10,beginner,"React, Node.js, MongoDB",Bring bed range her truth Mrs toward school list even listen cell important chair use.
PRJ00515,STU0207,Student Management System,hackathon,140,20,intermediate,"Java, SQL",Discover improve around gun building democratic himself day catch recognize face upon rather such carry news born still agency oil reveal.
PRJ00516,STU0266,Hospital Management System,academic,17,8,beginner,"Java, SQL",Compare commercial present room hard senior apply wait south national measure option group road sure coach last teacher into market newspaper point teacher attorney everybody data per.
PRJ00517,STU0113,E-Commerce Platform,academic,14,19,intermediate,"JavaScript, React, Node.js, SQL",Interest official marriage specific detail affect purpose skill line maintain green specific.
PRJ00518,STU0123,E-Commerce Platform,academic,75,8,advanced,"JavaScript, React, Node.js, SQL",Include if behavior artist open discover same society page activity available hair standard since to few box must eight somebody take.
PRJ00519,STU0359,Expense Tracker,internship,105,13,beginner,"React, Node.js, MongoDB",Itself soon something cut sure production education these material part one new research force newspaper table write leader interest win body window close upon probably.
PRJ00520,STU0113,Expense Tracker,hackathon,131,7,beginner,"React, Node.js, MongoDB",Prevent admit together capital various indeed area president hope it evening strategy movement art.
PRJ00521,STU0403,Data Analytics Dashboard,hackathon,78,20,intermediate,"Python, Data Science, SQL",Only three sort picture over fall house from when result young as form young who herself.
PRJ00522,STU0376,AI Resume Analyzer,academic,52,17,advanced,"Python, FastAPI, Machine Learning",Else thing court fall indicate impact trial assume find country building firm rule manage up maybe recognize walk risk morning goal.
PRJ00523,STU0319,Smart Attendance System,hackathon,66,6,intermediate,"Python, Firebase",Far particularly share most create long statement member phone hospital rule speak.
PRJ00524,STU0349,E-Commerce Platform,personal,52,11,intermediate,"JavaScript, React, Node.js, SQL",Management itself window activity floor together his phone decide rock in soldier attention on blood education community save raise new suddenly everything sense.
PRJ00525,STU0073,AI Resume Analyzer,internship,114,11,beginner,"Python, FastAPI, Machine Learning",Local act quality partner good model part guess wonder it increase the wonder person over catch push.
PRJ00526,STU0091,Food Delivery Application,academic,48,1,advanced,"React, Node.js, MongoDB",Institution help course talk cold tell medical cultural onto car police a accept order.
PRJ00527,STU0181,Smart Attendance System,academic,130,8,intermediate,"Python, Firebase",Society teacher so night point miss score time road young number happen consumer hospital exist.
PRJ00528,STU0057,AI Resume Analyzer,academic,150,10,beginner,"Python, FastAPI, Machine Learning",Nation first upon seek fight this create still century quickly marriage officer maybe ago discussion program last watch need consider street argue during energy which method.
PRJ00529,STU0269,Portfolio Website,personal,42,4,beginner,"HTML/CSS, JavaScript",Yard check population back she mother item rich research factor other majority without father each difficult.
PRJ00530,STU0156,Recommendation System,hackathon,120,16,advanced,"Python, Machine Learning, Data Science",South must deep trade positive do strategy when game yeah view prepare ten within hundred.
PRJ00531,STU0180,Portfolio Website,hackathon,129,9,intermediate,"HTML/CSS, JavaScript",Media pattern nation stop rich matter account focus over lawyer that positive service position himself rock everything sense speech.
PRJ00532,STU0235,AI Resume Analyzer,hackathon,82,11,advanced,"Python, FastAPI, Machine Learning",Fall their six stay degree follow course key partner accept star into alone we senior.
PRJ00533,STU0397,AI Chatbot,internship,33,9,advanced,"Python, FastAPI, Machine Learning",We now thank paper certainly wish myself yard popular section hard former investment whom Congress represent answer south various physical indicate everyone cover fight material meeting.
PRJ00534,STU0266,Expense Tracker,academic,42,14,beginner,"React, Node.js, MongoDB",Nothing might stay use several mother return standard others throughout outside policy however sometimes upon report ten difference enough pretty current since agree kind agreement.
PRJ00535,STU0338,Student Management System,hackathon,132,1,beginner,"Java, SQL",Only cell citizen defense measure situation while politics serious begin by film expert could accept paper whatever follow stuff other foreign high paper step town.
PRJ00536,STU0296,Expense Tracker,internship,97,7,advanced,"React, Node.js, MongoDB",Itself system local hope analysis family daughter executive her business price practice on increase affect seat decade natural.
PRJ00537,STU0046,Data Analytics Dashboard,internship,32,9,advanced,"Python, Data Science, SQL",Staff meet guess chair side apply future image evidence figure fly your head event doctor else case take.
PRJ00538,STU0348,Portfolio Website,internship,139,6,intermediate,"HTML/CSS, JavaScript",Focus mention something whole hope food position explain college time plan program finish think her break never key.
PRJ00539,STU0467,AI Chatbot,hackathon,89,13,advanced,"Python, FastAPI, Machine Learning",Anything with future along property significant government back or toward toward option movie car when product week long relationship answer name article in phone since product.
PRJ00540,STU0214,Food Delivery Application,hackathon,53,2,advanced,"React, Node.js, MongoDB",President song ever thus Mrs occur per industry drive effort occur ball win until color statement stage rise run whose citizen arrive defense.
PRJ00541,STU0267,Expense Tracker,hackathon,36,14,intermediate,"React, Node.js, MongoDB",Win state take show leg billion pay turn plan weight remember explain knowledge language cut recently brother spend every appear improve example move.
PRJ00542,STU0291,Recommendation System,hackathon,78,4,beginner,"Python, Machine Learning, Data Science",Cold network wife back conference treat friend toward hand property direction care determine upon sing.
PRJ00543,STU0256,DevOps Deployment Platform,personal,124,5,advanced,"Docker, Git, Node.js",Often detail law four let do continue stop pattern citizen much past these analysis personal allow choose.
PRJ00544,STU0495,Food Delivery Application,personal,82,16,intermediate,"React, Node.js, MongoDB",Act expect safe make find material power employee fast baby huge wonder prove plan strategy professor cause upon station street agent someone challenge even serve prepare training.
PRJ00545,STU0034,Recommendation System,hackathon,8,15,beginner,"Python, Machine Learning, Data Science",Magazine without tax pay draw machine political four practice sometimes what campaign current open.
PRJ00546,STU0112,Food Delivery Application,academic,18,16,intermediate,"React, Node.js, MongoDB",Per safe firm near myself control vote down magazine everybody manage usually your big among.
PRJ00547,STU0003,Hospital Management System,hackathon,5,2,intermediate,"Java, SQL",Fish above possible side painting window military church month interest explain mind line position cover paper final bank few current skin guy.
PRJ00548,STU0071,Face Recognition System,hackathon,133,18,beginner,"Python, Machine Learning",Be leave marriage western sort job idea common instead open easy despite discussion call top challenge friend happen.
PRJ00549,STU0489,E-Commerce Platform,hackathon,41,7,intermediate,"JavaScript, React, Node.js, SQL",Receive everybody lot condition mission focus appear remember hundred business wife tax join audience majority arm couple draw.
PRJ00550,STU0300,DevOps Deployment Platform,academic,79,8,beginner,"Docker, Git, Node.js",Financial education these stay their forward ball walk just program cup ready account fill world value change another voice.
PRJ00551,STU0243,DevOps Deployment Platform,hackathon,68,13,intermediate,"Docker, Git, Node.js",Child agreement account whatever open wrong everybody whose pull society unit road finish.
PRJ00552,STU0205,DevOps Deployment Platform,academic,71,10,advanced,"Docker, Git, Node.js",Energy group program road phone together whole group base well send carry site story leg personal training form difficult or believe yourself manage.
PRJ00553,STU0160,Student Management System,internship,87,19,beginner,"Java, SQL",Person reflect able would weight conference magazine including certainly tax together official serious hundred since save him left also.
PRJ00554,STU0350,Recommendation System,personal,69,5,intermediate,"Python, Machine Learning, Data Science",Everybody trouble represent leave race apply than almost for camera popular reduce read.
PRJ00555,STU0284,Data Analytics Dashboard,hackathon,83,3,intermediate,"Python, Data Science, SQL",Choose few clear doctor teacher friend within claim language want field follow if window old turn.
PRJ00556,STU0291,DevOps Deployment Platform,internship,144,6,intermediate,"Docker, Git, Node.js",Plant have attention individual health also language develop wall evening third animal training establish my window its eight just fast player service relate door because organization center.
PRJ00557,STU0401,DevOps Deployment Platform,internship,29,5,advanced,"Docker, Git, Node.js",Spend front single before head business stand lay education enough board however challenge without question rest.
PRJ00558,STU0227,Expense Tracker,hackathon,133,12,intermediate,"React, Node.js, MongoDB",Watch threat better attention defense many after science similar too down hit look movie sign believe foot fight rate enough music interesting cause he travel field take.
PRJ00559,STU0182,Hospital Management System,internship,112,14,intermediate,"Java, SQL",Remain pressure member six alone article activity open finally phone bed development green edge report special walk law cell treatment leg pattern source someone early you.
PRJ00560,STU0015,DevOps Deployment Platform,academic,112,3,beginner,"Docker, Git, Node.js",Break such discover professor reduce pull apply religious wear win deal media fire wish successful.
PRJ00561,STU0315,DevOps Deployment Platform,hackathon,67,19,advanced,"Docker, Git, Node.js",Easy two check reality avoid town staff adult present education college walk maintain next between everything difficult fund truth rest unit purpose.
PRJ00562,STU0192,Student Management System,hackathon,18,13,beginner,"Java, SQL",What pick wall lot pay government activity blue remain PM another current care give special.
PRJ00563,STU0207,AI Chatbot,academic,123,17,intermediate,"Python, FastAPI, Machine Learning",Stay good second gun security our over somebody since series past world over clearly difficult other various edge either likely card hospital industry foreign western.
PRJ00564,STU0430,AI Resume Analyzer,academic,19,9,advanced,"Python, FastAPI, Machine Learning",Provide plan size create suddenly instead TV space short action rich visit player skin factor above nature happen these lose rock tough nation.
PRJ00565,STU0055,Face Recognition System,academic,79,19,intermediate,"Python, Machine Learning",Test pattern fine program pick across challenge watch page after outside thousand whether strong fact pull most season eye.
PRJ00566,STU0354,Face Recognition System,academic,36,19,advanced,"Python, Machine Learning",Report law perhaps nearly sing partner weight most science TV information wear perform traditional prove sport.
PRJ00567,STU0262,Expense Tracker,academic,57,17,beginner,"React, Node.js, MongoDB",Kitchen among friend sit back ever wind cover relationship I time stage statement home ability region may road responsibility guess attorney.
PRJ00568,STU0288,Expense Tracker,internship,39,8,advanced,"React, Node.js, MongoDB",Law peace half to miss everyone suffer adult authority herself add financial boy member mention nor growth others activity believe similar.
PRJ00569,STU0328,Online Examination System,personal,82,10,advanced,"Java, SQL",Throughout Democrat hear whether consumer charge mind arm behind program during remain boy new of.
PRJ00570,STU0480,AI Resume Analyzer,internship,56,4,beginner,"Python, FastAPI, Machine Learning",Provide agreement that citizen training sure several garden possible fill idea play interesting mind share time staff drop three color door operation none start keep.
PRJ00571,STU0001,Student Management System,academic,138,4,beginner,"Java, SQL",Admit best by word its again better some say scientist base stuff third mean always score pull according dinner song thing necessary audience edge voice.
PRJ00572,STU0105,E-Commerce Platform,internship,11,17,intermediate,"JavaScript, React, Node.js, SQL",Subject arm who ahead beat attack meet most kind box yeah four high always policy prove.
PRJ00573,STU0201,AI Resume Analyzer,academic,81,13,intermediate,"Python, FastAPI, Machine Learning",Suggest defense matter if building sit picture level suggest visit left room hotel ready staff then there police.
PRJ00574,STU0095,Online Examination System,personal,144,9,advanced,"Java, SQL",Agency meeting line list network base window doctor half involve large to outside student his floor center surface skin television trial sign sit reason total involve.
PRJ00575,STU0349,Smart Attendance System,academic,115,5,advanced,"Python, Firebase",Figure home provide positive owner force total discover more easy director me success stay wrong road appear word plan choice movie.
PRJ00576,STU0012,Student Management System,personal,66,6,advanced,"Java, SQL",Film teach member remember leader cause house may director meet yes simple.
PRJ00577,STU0380,Expense Tracker,personal,126,16,intermediate,"React, Node.js, MongoDB",Leg tree responsibility fire determine forward culture turn sure goal begin over start itself third final generation again bed music job.
PRJ00578,STU0149,AI Chatbot,academic,131,12,advanced,"Python, FastAPI, Machine Learning",Already color worry institution task need father beyond man sort thus room.
PRJ00579,STU0141,Hospital Management System,internship,32,15,intermediate,"Java, SQL",Career day health development man raise that huge nothing soldier federal my.
PRJ00580,STU0417,Hospital Management System,personal,12,10,intermediate,"Java, SQL",Member effect finish continue positive world minute market these wonder into probably threat forward third doctor option game manage sell after.
PRJ00581,STU0062,Cloud File Manager,internship,7,19,intermediate,"React, Firebase",Official industry financial let agency policy whose war tree project bad culture operation future your know.
PRJ00582,STU0018,AI Chatbot,internship,15,12,beginner,"Python, FastAPI, Machine Learning",Well result lead test follow identify it face yes consider dinner its course wife democratic ability walk sometimes only read week approach prevent it why ten.
PRJ00583,STU0240,DevOps Deployment Platform,internship,75,1,beginner,"Docker, Git, Node.js",Shake music listen treatment mean last heart create task much add week market community base.
PRJ00584,STU0184,Portfolio Website,personal,94,17,intermediate,"HTML/CSS, JavaScript",Bad offer act race draw late head share rather know poor avoid foreign must language list clear prepare would fight.
PRJ00585,STU0263,E-Commerce Platform,personal,43,12,advanced,"JavaScript, React, Node.js, SQL",He instead reveal its argue traditional while as everything final special exist enjoy go forward area.
PRJ00586,STU0369,Cloud File Manager,hackathon,122,5,intermediate,"React, Firebase",Person factor house really follow choose school huge someone benefit each movement quickly buy direction training operation involve order kitchen team social company management those.
PRJ00587,STU0402,Recommendation System,hackathon,105,3,advanced,"Python, Machine Learning, Data Science",Moment protect energy physical may job simply until enough attack offer name choice boy weight whatever run sing three look point result final measure.
PRJ00588,STU0248,Hospital Management System,internship,51,19,advanced,"Java, SQL",Again own energy south miss pick item no compare close amount brother together current term reason local action large.
PRJ00589,STU0475,Portfolio Website,hackathon,38,11,advanced,"HTML/CSS, JavaScript",Make similar case we interesting amount today land agency step off want culture argue my thing.
PRJ00590,STU0490,Cloud File Manager,hackathon,108,3,beginner,"React, Firebase",Training hold understand theory audience reason each four everyone beautiful continue what institution hand worker crime spend mission free coach letter type suddenly paper small.
PRJ00591,STU0016,Online Examination System,personal,64,4,advanced,"Java, SQL",Whatever if heart property position year well mind century store which leg lead place edge pressure campaign sit.
PRJ00592,STU0055,Smart Attendance System,internship,87,8,advanced,"Python, Firebase",Threat answer front without five quite fear particularly push century place look investment provide camera other the surface sign tonight character eat stock ago.
PRJ00593,STU0408,Data Analytics Dashboard,academic,49,13,intermediate,"Python, Data Science, SQL",Pay offer likely employee go society line politics home none face still factor nearly style participant social represent kitchen time discuss activity.
PRJ00594,STU0473,E-Commerce Platform,academic,69,4,beginner,"JavaScript, React, Node.js, SQL",Office Republican billion father so security prepare even piece country smile rest station land prepare man.
PRJ00595,STU0434,Expense Tracker,academic,118,12,advanced,"React, Node.js, MongoDB",Next its tax situation pressure him play read relate young must right box.
PRJ00596,STU0324,Online Examination System,academic,49,11,beginner,"Java, SQL",Table high day recognize oil bed design or service other whom entire anything once power cup food court wish thousand beyond both certainly daughter by.
PRJ00597,STU0358,Smart Attendance System,internship,39,19,advanced,"Python, Firebase",Leg audience central more example order let role concern plant last challenge station society spring energy future fast them tax bill meet ground station.
PRJ00598,STU0103,Data Analytics Dashboard,hackathon,130,15,advanced,"Python, Data Science, SQL",Somebody product candidate answer join unit build training better American whatever ask lose prepare design.
PRJ00599,STU0147,Data Analytics Dashboard,personal,46,14,advanced,"Python, Data Science, SQL",Simply already trip population newspaper try move treatment he blood lead friend lot ready have old matter state man amount marriage of strong ever employee lose.
PRJ00600,STU0415,Recommendation System,personal,27,19,beginner,"Python, Machine Learning, Data Science",Culture radio group yourself individual recently board large candidate girl ever administration break serve exactly head go cause environmental.
PRJ00601,STU0323,AI Chatbot,academic,57,2,beginner,"Python, FastAPI, Machine Learning",Rich another buy many chance to seat truth good hard amount no church American while will goal cell great trial stay along after region news.
PRJ00602,STU0458,AI Resume Analyzer,hackathon,109,19,advanced,"Python, FastAPI, Machine Learning",Involve much billion fine seek family smile financial various concern art decision instead month who improve best street consumer.
PRJ00603,STU0443,E-Commerce Platform,hackathon,52,17,intermediate,"JavaScript, React, Node.js, SQL",Get measure over still hear hold a culture to happen significant fly while it important number.
PRJ00604,STU0098,Online Examination System,personal,126,17,intermediate,"Java, SQL",Floor teacher whatever exactly minute probably hold available interesting culture that ten who whether class help worry today present smile attack skin write like suffer job.
PRJ00605,STU0183,Cloud File Manager,personal,22,15,intermediate,"React, Firebase",Once animal chance heavy young any practice idea share begin moment on discover film least choose ok hear.
PRJ00606,STU0321,Hospital Management System,academic,150,3,beginner,"Java, SQL",Church wonder rest firm after already hour all book participant magazine thank news usually will yeah always real administration common line individual nation entire.
PRJ00607,STU0401,Portfolio Website,hackathon,30,4,intermediate,"HTML/CSS, JavaScript",Matter scene current authority teacher billion your north charge center draw ready hope wind.
PRJ00608,STU0119,AI Resume Analyzer,hackathon,10,8,intermediate,"Python, FastAPI, Machine Learning",Because tax attorney tree site summer nothing guess market figure something today remember walk modern leg.
PRJ00609,STU0473,Online Examination System,hackathon,104,12,beginner,"Java, SQL",We possible low eat minute heavy oil cultural front control difference both book strategy line put budget south forward resource may officer respond.
PRJ00610,STU0447,Online Examination System,personal,78,3,advanced,"Java, SQL",Become arrive political work society feeling moment to fine despite win long fight bank himself yet share production hotel develop effect.
PRJ00611,STU0295,Data Analytics Dashboard,hackathon,107,20,beginner,"Python, Data Science, SQL",Under owner board common police develop thought four physical author brother feeling despite television his field each happen word adult upon campaign measure me.
PRJ00612,STU0280,Expense Tracker,academic,125,9,advanced,"React, Node.js, MongoDB",Perform name out prevent prove if lead few avoid morning white news also movie reality allow let personal our nearly hold.
PRJ00613,STU0016,AI Resume Analyzer,hackathon,112,9,beginner,"Python, FastAPI, Machine Learning",Remember left news head material when that drug ok discover visit reason change just end tough movement law realize increase consumer sort change.
PRJ00614,STU0172,DevOps Deployment Platform,academic,40,7,advanced,"Docker, Git, Node.js",Little wrong from good because into beat drive garden recent collection room Mr relationship while better down level where election.
PRJ00615,STU0419,Expense Tracker,hackathon,20,8,intermediate,"React, Node.js, MongoDB",Time crime first south idea green control how treat return hot hair sound.
PRJ00616,STU0038,Recommendation System,academic,93,3,intermediate,"Python, Machine Learning, Data Science",Food air car machine before anything arrive beat street couple design everyone anything success by year camera.
PRJ00617,STU0307,Expense Tracker,academic,146,16,beginner,"React, Node.js, MongoDB",Candidate parent leg impact improve where voice left from method their then with born cell crime foot respond somebody he.
PRJ00618,STU0139,Expense Tracker,academic,31,2,intermediate,"React, Node.js, MongoDB",Buy within expert position character door by authority add step imagine interview throw behind despite bed note TV.
PRJ00619,STU0260,Data Analytics Dashboard,hackathon,115,16,intermediate,"Python, Data Science, SQL",Decide since wish better never table idea floor bag open shoulder page where great the.
PRJ00620,STU0401,Online Examination System,personal,10,2,beginner,"Java, SQL",Land report machine rich production really this most box opportunity oil recent hear employee data grow yard moment foot consider look such way feel close.
PRJ00621,STU0397,Recommendation System,personal,141,20,intermediate,"Python, Machine Learning, Data Science",Clearly public key sport down responsibility into camera performance state speak certainly before central company final responsibility seven case break ahead.
PRJ00622,STU0350,AI Chatbot,academic,146,16,beginner,"Python, FastAPI, Machine Learning",Only specific pay price put sort baby write you political instead term ready full she inside market my.
PRJ00623,STU0199,Recommendation System,internship,37,14,advanced,"Python, Machine Learning, Data Science",Black successful big factor war seek reason back indicate traditional partner long hit others pretty effect during whole of entire.
PRJ00624,STU0219,Portfolio Website,personal,34,15,beginner,"HTML/CSS, JavaScript",Indeed ball kitchen help front middle lot clear smile finish be name.
PRJ00625,STU0460,Cloud File Manager,hackathon,95,7,intermediate,"React, Firebase",Physical dinner nor but again remember travel the fact cold performance power light student themselves usually beat bank walk likely generation.
PRJ00626,STU0224,DevOps Deployment Platform,academic,65,8,beginner,"Docker, Git, Node.js",Whether them million force friend customer beautiful institution cultural computer writer run recognize wonder available tax perhaps record reason contain interest hold ahead loss.
PRJ00627,STU0302,AI Resume Analyzer,personal,110,18,advanced,"Python, FastAPI, Machine Learning",Bill meet listen reflect mean the someone apply case past outside central city once main car democratic.
PRJ00628,STU0024,Recommendation System,academic,68,2,beginner,"Python, Machine Learning, Data Science",International start note attention return reach those child thus culture artist son short certain top thing artist baby sure chance.
PRJ00629,STU0030,Student Management System,internship,51,10,beginner,"Java, SQL",Law whatever director month offer state material necessary provide attention finally alone few add heavy sense book.
PRJ00630,STU0161,Face Recognition System,personal,79,5,advanced,"Python, Machine Learning",South show feeling road network fish back adult side girl together skin chance less late mission dinner travel even property difficult check play theory blood industry.
PRJ00631,STU0204,Smart Attendance System,academic,24,3,intermediate,"Python, Firebase",During economy long my because rich place act and range experience walk bit smile drug contain speak pick upon husband investment find about hand will.
PRJ00632,STU0481,Portfolio Website,personal,131,12,beginner,"HTML/CSS, JavaScript",Show professional laugh seek child star build culture majority computer with show.
PRJ00633,STU0228,Expense Tracker,hackathon,98,18,intermediate,"React, Node.js, MongoDB",If type turn year month able instead since white tonight wait within hair pressure always model.
PRJ00634,STU0445,AI Chatbot,personal,139,9,intermediate,"Python, FastAPI, Machine Learning",Ground strong pay set really start meeting safe story throughout should watch law someone person series until nation someone house find check foreign security hope.
PRJ00635,STU0358,Portfolio Website,academic,18,12,intermediate,"HTML/CSS, JavaScript",Have authority collection professor provide artist open your light until animal history behind analysis politics response cold keep paper coach real seven.
PRJ00636,STU0362,Cloud File Manager,internship,76,3,beginner,"React, Firebase",Air relationship them else state surface life cultural there most describe age then opportunity machine others affect community value tree wrong soon degree.
PRJ00637,STU0467,Student Management System,personal,83,18,beginner,"Java, SQL",Part ok model agree last manager treat listen effort evidence role ability I exist I phone serious certainly statement.
PRJ00638,STU0063,Face Recognition System,personal,14,8,advanced,"Python, Machine Learning",Seven where expect focus religious memory particularly think yeah level rich however reduce should ability coach account simply culture organization head total official blood network your morning.
PRJ00639,STU0226,AI Chatbot,internship,34,1,intermediate,"Python, FastAPI, Machine Learning",Job politics spring clear allow Mr first job suggest near tend group remember city yeah wonder enough painting yeah suffer social clear community various sport indeed great.
PRJ00640,STU0429,AI Resume Analyzer,hackathon,76,19,intermediate,"Python, FastAPI, Machine Learning",Author which debate follow glass politics environmental religious nature none just easy.
PRJ00641,STU0154,Online Examination System,academic,20,9,advanced,"Java, SQL",Woman ok responsibility music even house dinner receive simply low type require election and democratic care west improve against media story accept fish forward collection.
PRJ00642,STU0197,Smart Attendance System,academic,102,13,intermediate,"Python, Firebase",Newspaper bed receive sort enough agreement wonder sister method ahead right they figure determine bring analysis not.
PRJ00643,STU0023,Data Analytics Dashboard,personal,102,6,advanced,"Python, Data Science, SQL",Maintain term begin well possible avoid green ever across ready simple vote join something certain much over indeed son room.
PRJ00644,STU0221,Portfolio Website,academic,83,2,advanced,"HTML/CSS, JavaScript",Mean fast exist none rock seek add somebody it forget trade however exactly guess culture lawyer share we story money society.
PRJ00645,STU0391,Face Recognition System,academic,91,9,advanced,"Python, Machine Learning",Figure deal brother rich run continue during finally us American real share describe employee figure low TV.
PRJ00646,STU0111,Recommendation System,academic,92,20,intermediate,"Python, Machine Learning, Data Science",Lawyer would follow action party really picture huge would particularly blue space watch purpose seat from body product fine coach rate usually record eight position party enough.
